ticket_id,opened_at,resolved_at,category,subcategory,service,ci,priority,assignment_group,short_description,mttr_minutes
INC202600164,2026-01-04 16:00:00,2026-01-04 16:40:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P2,Identity & Access Ops,MFA related issue reported by user,40
INC202600165,2025-12-26 13:00:00,2025-12-26 14:28:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P1,Business Apps Ops,HRIS related issue reported by user,88
INC202600166,2026-01-26 17:00:00,2026-01-26 20:22:00,Business Apps,ERP,ERP,CI-ERP-01,P4,Business Apps Ops,ERP related issue reported by user,202
INC202600167,2025-12-05 17:00:00,2025-12-05 20:16:00,Network,VPN,VPN Service,CI-VPN-GW-01,P3,Network Ops,VPN related issue reported by user,196
INC202600168,2025-12-27 12:00:00,2025-12-27 15:58:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P3,End User Computing Ops,VDI related issue reported by user,238
INC202600169,2026-01-02 09:00:00,2026-01-02 10:52:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,112
INC202600170,2026-01-25 09:00:00,2026-01-25 11:36:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P3,End User Computing Ops,Printers related issue reported by user,156
INC202600171,2025-12-07 18:00:00,2025-12-07 18:52:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P1,Identity & Access Ops,Password Reset related issue reported by user,52
INC202600172,2025-12-11 12:00:00,2025-12-11 14:13:00,Collaboration,Email,Email Service,CI-MAIL-01,P4,Collaboration Ops,Email related issue reported by user,133
INC202600173,2026-01-05 08:00:00,2026-01-05 08:43:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,43
INC202600174,2025-11-25 16:00:00,2025-11-25 19:10:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P3,Collaboration Ops,Calendar related issue reported by user,190
INC202600175,2025-12-27 08:00:00,2025-12-27 09:43:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P3,End User Computing Ops,Printers related issue reported by user,103
INC202600176,2025-12-27 15:00:00,2025-12-27 18:05:00,Network,VPN,VPN Service,CI-VPN-GW-01,P4,Network Ops,VPN related issue reported by user,185
INC202600177,2025-12-01 10:00:00,2025-12-01 12:14:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P1,Collaboration Ops,Calendar related issue reported by user,134
INC202600178,2025-11-12 11:00:00,2025-11-12 14:15:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P4,Network Ops,WiFi related issue reported by user,195
INC202600179,2025-11-20 15:00:00,2025-11-20 16:39:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,99
INC202600180,2025-12-24 15:00:00,2025-12-24 16:07:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,67
INC202600181,2025-12-20 11:00:00,2025-12-20 12:04:00,Business Apps,CRM,CRM,CI-CRM-01,P3,Business Apps Ops,CRM related issue reported by user,64
INC202600182,2025-11-09 12:00:00,2025-11-09 14:39:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P4,Identity & Access Ops,MFA related issue reported by user,159
INC202600183,2025-12-05 08:00:00,2025-12-05 11:00:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P3,Collaboration Ops,Calendar related issue reported by user,180
INC202600184,2026-01-14 18:00:00,2026-01-14 20:33:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,153
INC202600185,2025-12-15 13:00:00,2025-12-15 14:52:00,Business Apps,CRM,CRM,CI-CRM-01,P3,Business Apps Ops,CRM related issue reported by user,112
INC202600186,2025-11-25 11:00:00,2025-11-25 14:48:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P3,Business Apps Ops,HRIS related issue reported by user,228
INC202600187,2025-12-23 08:00:00,2025-12-23 11:57:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P3,Collaboration Ops,Calendar related issue reported by user,237
INC202600188,2025-12-19 14:00:00,2025-12-19 16:36:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P4,Security Ops,Account Lockout related issue reported by user,156
INC202600189,2025-11-05 10:00:00,2025-11-05 10:55:00,Business Apps,CRM,CRM,CI-CRM-01,P3,Business Apps Ops,CRM related issue reported by user,55
INC202600190,2025-12-27 09:00:00,2025-12-27 10:06:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P1,Business Apps Ops,HRIS related issue reported by user,66
INC202600191,2025-12-23 18:00:00,2025-12-23 19:37:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,97
INC202600192,2025-12-14 17:00:00,2025-12-14 18:54:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,114
INC202600193,2026-01-26 16:00:00,2026-01-26 19:44:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,224
INC202600194,2026-01-02 16:00:00,2026-01-02 19:11:00,Network,DNS,DNS Service,CI-DNS-CORE-01,P2,Network Ops,DNS related issue reported by user,191
INC202600195,2026-01-27 12:00:00,2026-01-27 12:55:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P2,End User Computing Ops,VDI related issue reported by user,55
INC202600196,2026-01-21 09:00:00,2026-01-21 09:37:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,37
INC202600197,2025-11-06 13:00:00,2025-11-06 15:20:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P3,Network Ops,WiFi related issue reported by user,140
INC202600198,2025-11-19 11:00:00,2025-11-19 14:52:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P3,Business Apps Ops,HRIS related issue reported by user,232
INC202600199,2025-11-24 10:00:00,2025-11-24 12:07:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,127
INC202600200,2026-01-19 18:00:00,2026-01-19 19:06:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P4,End User Computing Ops,Printers related issue reported by user,66
INC202600201,2025-11-30 15:00:00,2025-11-30 18:20:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,200
INC202600202,2025-11-02 15:00:00,2025-11-02 15:48:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P3,Collaboration Ops,Calendar related issue reported by user,48
INC202600203,2025-12-27 13:00:00,2025-12-27 15:18:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P3,Business Apps Ops,HRIS related issue reported by user,138
INC202600204,2026-01-28 12:00:00,2026-01-28 14:08:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P2,Identity & Access Ops,MFA related issue reported by user,128
INC202600205,2026-01-01 09:00:00,2026-01-01 11:57:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P3,End User Computing Ops,Printers related issue reported by user,177
INC202600206,2025-12-08 12:00:00,2025-12-08 12:32:00,Network,DNS,DNS Service,CI-DNS-CORE-01,P3,Network Ops,DNS related issue reported by user,32
INC202600207,2026-01-12 18:00:00,2026-01-12 21:40:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P4,Security Ops,Phishing related issue reported by user,220
INC202600208,2026-01-03 12:00:00,2026-01-03 13:26:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P4,End User Computing Ops,VDI related issue reported by user,86
INC202600209,2026-01-21 11:00:00,2026-01-21 14:34:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P3,Business Apps Ops,HRIS related issue reported by user,214
INC202600210,2026-01-24 18:00:00,2026-01-24 21:10:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P2,End User Computing Ops,VDI related issue reported by user,190
INC202600211,2026-01-22 08:00:00,2026-01-22 10:03:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P1,Collaboration Ops,Teams/Zoom related issue reported by user,123
INC202600212,2025-11-17 09:00:00,2025-11-17 10:14:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P3,Collaboration Ops,Teams/Zoom related issue reported by user,74
INC202600213,2025-11-26 10:00:00,2025-11-26 11:39:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P3,Business Apps Ops,HRIS related issue reported by user,99
INC202600214,2025-11-22 12:00:00,2025-11-22 13:56:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,116
INC202600215,2025-11-15 15:00:00,2025-11-15 16:27:00,Network,VPN,VPN Service,CI-VPN-GW-01,P3,Network Ops,VPN related issue reported by user,87
INC202600216,2026-01-26 18:00:00,2026-01-26 21:52:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,232
INC202600217,2025-12-21 08:00:00,2025-12-21 10:04:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P2,Collaboration Ops,Calendar related issue reported by user,124
INC202600218,2026-01-26 18:00:00,2026-01-26 21:13:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P3,Collaboration Ops,Calendar related issue reported by user,193
INC202600219,2025-12-18 09:00:00,2025-12-18 12:08:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P3,Security Ops,Phishing related issue reported by user,188
INC202600220,2026-01-11 13:00:00,2026-01-11 16:12:00,Business Apps,ERP,ERP,CI-ERP-01,P3,Business Apps Ops,ERP related issue reported by user,192
INC202600221,2025-12-30 12:00:00,2025-12-30 12:41:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P2,Security Ops,EDR Alerts related issue reported by user,41
INC202600222,2025-11-05 12:00:00,2025-11-05 14:47:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P2,Identity & Access Ops,SSO related issue reported by user,167
INC202600223,2025-11-18 14:00:00,2025-11-18 17:40:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,220
INC202600224,2026-01-29 16:00:00,2026-01-29 17:09:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,69
INC202600225,2025-12-24 18:00:00,2025-12-24 19:41:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P3,Network Ops,WiFi related issue reported by user,101
INC202600226,2025-11-05 13:00:00,2025-11-05 14:30:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P3,End User Computing Ops,Printers related issue reported by user,90
INC202600227,2025-12-17 09:00:00,2025-12-17 12:15:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,195
INC202600228,2025-12-16 08:00:00,2025-12-16 09:01:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P2,Identity & Access Ops,MFA related issue reported by user,61
INC202600229,2025-12-29 09:00:00,2025-12-29 12:02:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P3,Security Ops,Phishing related issue reported by user,182
INC202600230,2025-11-03 08:00:00,2025-11-03 11:51:00,Collaboration,Email,Email Service,CI-MAIL-01,P4,Collaboration Ops,Email related issue reported by user,231
INC202600231,2026-01-12 11:00:00,2026-01-12 12:25:00,Network,DNS,DNS Service,CI-DNS-CORE-01,P3,Network Ops,DNS related issue reported by user,85
INC202600232,2025-11-30 13:00:00,2025-11-30 14:07:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P1,End User Computing Ops,VDI related issue reported by user,67
INC202600233,2025-11-17 16:00:00,2025-11-17 16:36:00,Collaboration,Email,Email Service,CI-MAIL-01,P2,Collaboration Ops,Email related issue reported by user,36
INC202600234,2025-11-17 08:00:00,2025-11-17 08:34:00,Collaboration,Email,Email Service,CI-MAIL-01,P3,Collaboration Ops,Email related issue reported by user,34
INC202600235,2025-11-23 12:00:00,2025-11-23 14:44:00,Network,VPN,VPN Service,CI-VPN-GW-01,P3,Network Ops,VPN related issue reported by user,164
INC202600236,2025-11-15 09:00:00,2025-11-15 11:41:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,161
INC202600237,2026-01-15 09:00:00,2026-01-15 12:07:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,187
INC202600238,2025-11-06 18:00:00,2025-11-06 18:37:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P3,Business Apps Ops,HRIS related issue reported by user,37
INC202600239,2025-11-08 15:00:00,2025-11-08 17:35:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,155
INC202600240,2025-12-27 09:00:00,2025-12-27 09:46:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P3,Network Ops,WiFi related issue reported by user,46
INC202600241,2025-11-17 12:00:00,2025-11-17 15:32:00,Business Apps,CRM,CRM,CI-CRM-01,P3,Business Apps Ops,CRM related issue reported by user,212
INC202600242,2025-12-12 14:00:00,2025-12-12 16:39:00,Business Apps,CRM,CRM,CI-CRM-01,P3,Business Apps Ops,CRM related issue reported by user,159
INC202600243,2026-01-17 14:00:00,2026-01-17 17:17:00,Network,DNS,DNS Service,CI-DNS-CORE-01,P2,Network Ops,DNS related issue reported by user,197
INC202600244,2026-01-23 16:00:00,2026-01-23 17:28:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P3,Security Ops,Phishing related issue reported by user,88
INC202600245,2025-12-23 13:00:00,2025-12-23 13:54:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,54
INC202600246,2025-12-11 14:00:00,2025-12-11 15:09:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P3,Collaboration Ops,Calendar related issue reported by user,69
INC202600247,2026-01-27 15:00:00,2026-01-27 15:53:00,Network,VPN,VPN Service,CI-VPN-GW-01,P4,Network Ops,VPN related issue reported by user,53
INC202600248,2025-12-26 09:00:00,2025-12-26 10:03:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,63
INC202600249,2026-01-11 08:00:00,2026-01-11 11:21:00,Business Apps,CRM,CRM,CI-CRM-01,P3,Business Apps Ops,CRM related issue reported by user,201
INC202600250,2025-11-16 14:00:00,2025-11-16 16:18:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P4,Collaboration Ops,Calendar related issue reported by user,138
INC202600251,2025-11-07 12:00:00,2025-11-07 14:57:00,Business Apps,HRIS,HRIS,CI-HRIS-01,P3,Business Apps Ops,HRIS related issue reported by user,177
INC202600252,2026-01-04 11:00:00,2026-01-04 11:57:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P3,End User Computing Ops,VDI related issue reported by user,57
INC202600253,2025-12-15 16:00:00,2025-12-15 18:56:00,Collaboration,Email,Email Service,CI-MAIL-01,P3,Collaboration Ops,Email related issue reported by user,176
INC202600254,2025-11-29 14:00:00,2025-11-29 17:14:00,Business Apps,CRM,CRM,CI-CRM-01,P3,Business Apps Ops,CRM related issue reported by user,194
INC202600255,2026-01-11 08:00:00,2026-01-11 09:38:00,Business Apps,CRM,CRM,CI-CRM-01,P4,Business Apps Ops,CRM related issue reported by user,98
INC202600256,2025-11-04 10:00:00,2025-11-04 11:56:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P3,Collaboration Ops,Calendar related issue reported by user,116
INC202600257,2025-12-15 08:00:00,2025-12-15 10:12:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,132
INC202600258,2025-11-09 10:00:00,2025-11-09 10:53:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P4,Security Ops,Account Lockout related issue reported by user,53
INC202600259,2026-01-07 11:00:00,2026-01-07 12:10:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,70
INC202600260,2025-12-18 12:00:00,2025-12-18 14:55:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,175
INC202600261,2026-01-16 09:00:00,2026-01-16 12:08:00,Network,VPN,VPN Service,CI-VPN-GW-01,P2,Network Ops,VPN related issue reported by user,188
INC202600262,2025-11-07 18:00:00,2025-11-07 20:18:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P3,Network Ops,WiFi related issue reported by user,138
INC202600263,2026-01-02 17:00:00,2026-01-02 20:43:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,223
INC202600264,2026-01-05 09:00:00,2026-01-05 12:23:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P2,Collaboration Ops,Teams/Zoom related issue reported by user,203
INC202600265,2026-01-26 17:00:00,2026-01-26 17:41:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,41
INC202600266,2025-11-29 14:00:00,2025-11-29 15:47:00,Business Apps,ERP,ERP,CI-ERP-01,P1,Business Apps Ops,ERP related issue reported by user,107
INC202600267,2025-11-28 10:00:00,2025-11-28 10:31:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P3,Collaboration Ops,Teams/Zoom related issue reported by user,31
INC202600268,2026-01-03 14:00:00,2026-01-03 17:30:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,210
INC202600269,2025-11-30 16:00:00,2025-11-30 16:48:00,Business Apps,CRM,CRM,CI-CRM-01,P4,Business Apps Ops,CRM related issue reported by user,48
INC202600270,2025-12-21 08:00:00,2025-12-21 08:49:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,49
INC202600271,2025-12-11 17:00:00,2025-12-11 20:13:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,193
INC202600272,2025-12-24 12:00:00,2025-12-24 13:53:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P1,Network Ops,WiFi related issue reported by user,113
INC202600273,2025-11-22 17:00:00,2025-11-22 17:52:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P4,Identity & Access Ops,Password Reset related issue reported by user,52
INC202600274,2025-12-26 09:00:00,2025-12-26 11:44:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P3,End User Computing Ops,Printers related issue reported by user,164
INC202600275,2025-11-11 14:00:00,2025-11-11 15:55:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P3,Collaboration Ops,Calendar related issue reported by user,115
INC202600276,2025-11-22 09:00:00,2025-11-22 11:40:00,Business Apps,CRM,CRM,CI-CRM-01,P2,Business Apps Ops,CRM related issue reported by user,160
INC202600277,2025-11-25 13:00:00,2025-11-25 16:15:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P4,Collaboration Ops,Calendar related issue reported by user,195
INC202600278,2025-11-19 11:00:00,2025-11-19 12:14:00,Network,VPN,VPN Service,CI-VPN-GW-01,P3,Network Ops,VPN related issue reported by user,74
INC202600279,2026-01-17 10:00:00,2026-01-17 13:47:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P2,Security Ops,Phishing related issue reported by user,227
INC202600280,2026-01-20 15:00:00,2026-01-20 17:24:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,144
INC202600281,2026-01-27 17:00:00,2026-01-27 18:52:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P4,Security Ops,Account Lockout related issue reported by user,112
INC202600282,2026-01-20 13:00:00,2026-01-20 15:23:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P2,End User Computing Ops,Printers related issue reported by user,143
INC202600283,2026-01-20 12:00:00,2026-01-20 14:39:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P2,Collaboration Ops,Calendar related issue reported by user,159
INC202600284,2025-11-10 12:00:00,2025-11-10 14:04:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P1,Identity & Access Ops,MFA related issue reported by user,124
INC202600285,2025-12-07 09:00:00,2025-12-07 11:39:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P3,Security Ops,Phishing related issue reported by user,159
INC202600286,2025-12-20 15:00:00,2025-12-20 18:39:00,Business Apps,CRM,CRM,CI-CRM-01,P4,Business Apps Ops,CRM related issue reported by user,219
INC202600287,2025-11-06 15:00:00,2025-11-06 18:04:00,Business Apps,CRM,CRM,CI-CRM-01,P2,Business Apps Ops,CRM related issue reported by user,184
INC202600288,2025-12-31 16:00:00,2025-12-31 19:57:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,237
INC202600289,2025-12-14 09:00:00,2025-12-14 10:33:00,Business Apps,CRM,CRM,CI-CRM-01,P2,Business Apps Ops,CRM related issue reported by user,93
INC202600290,2025-12-27 15:00:00,2025-12-27 17:03:00,Business Apps,CRM,CRM,CI-CRM-01,P3,Business Apps Ops,CRM related issue reported by user,123
INC202600291,2025-12-18 12:00:00,2025-12-18 15:23:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P3,Identity & Access Ops,MFA related issue reported by user,203
INC202600292,2026-01-16 08:00:00,2026-01-16 09:54:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,114
INC202600293,2025-11-13 16:00:00,2025-11-13 19:35:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,215
INC202600294,2026-01-24 17:00:00,2026-01-24 20:19:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P2,End User Computing Ops,Printers related issue reported by user,199
INC202600295,2025-11-19 13:00:00,2025-11-19 15:10:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P3,Collaboration Ops,Calendar related issue reported by user,130
INC202600296,2025-11-17 17:00:00,2025-11-17 19:06:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P3,Security Ops,Phishing related issue reported by user,126
INC202600297,2026-01-22 13:00:00,2026-01-22 16:39:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P3,End User Computing Ops,VDI related issue reported by user,219
INC202600298,2026-01-27 16:00:00,2026-01-27 18:40:00,Network,DNS,DNS Service,CI-DNS-CORE-01,P3,Network Ops,DNS related issue reported by user,160
INC202600299,2025-12-17 08:00:00,2025-12-17 09:24:00,Collaboration,Teams/Zoom,Collaboration Suite,CI-COLLAB-01,P2,Collaboration Ops,Teams/Zoom related issue reported by user,84
INC202600300,2025-12-14 15:00:00,2025-12-14 16:09:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P4,End User Computing Ops,Endpoint Management related issue reported by user,69
INC202600301,2025-11-10 12:00:00,2025-11-10 15:39:00,Network,DNS,DNS Service,CI-DNS-CORE-01,P3,Network Ops,DNS related issue reported by user,219
INC202600302,2026-01-07 08:00:00,2026-01-07 11:08:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P4,Security Ops,EDR Alerts related issue reported by user,188
INC202600303,2025-11-17 17:00:00,2025-11-17 20:27:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P2,Identity & Access Ops,SSO related issue reported by user,207
INC202600304,2026-01-19 10:00:00,2026-01-19 12:03:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P1,Security Ops,EDR Alerts related issue reported by user,123
INC202600305,2026-01-26 11:00:00,2026-01-26 14:41:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,221
INC202600306,2025-12-28 11:00:00,2025-12-28 14:57:00,Business Apps,ERP,ERP,CI-ERP-01,P3,Business Apps Ops,ERP related issue reported by user,237
INC202600307,2025-12-31 11:00:00,2025-12-31 13:22:00,Collaboration,Calendar,Calendar Service,CI-CAL-01,P4,Collaboration Ops,Calendar related issue reported by user,142
INC202600308,2025-12-30 12:00:00,2025-12-30 13:11:00,Identity & Access,Password Reset,Password Services,CI-PWD-01,P3,Identity & Access Ops,Password Reset related issue reported by user,71
INC202600309,2025-11-26 17:00:00,2025-11-26 19:33:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P2,End User Computing Ops,Printers related issue reported by user,153
INC202600310,2025-12-18 16:00:00,2025-12-18 17:01:00,Network,DNS,DNS Service,CI-DNS-CORE-01,P4,Network Ops,DNS related issue reported by user,61
INC202600311,2025-12-07 09:00:00,2025-12-07 11:41:00,End User Computing,Printers,Print Services,CI-PRINT-SRV-03,P3,End User Computing Ops,Printers related issue reported by user,161
INC202600312,2025-11-19 14:00:00,2025-11-19 15:59:00,Network,VPN,VPN Service,CI-VPN-GW-01,P4,Network Ops,VPN related issue reported by user,119
INC202600313,2025-11-04 14:00:00,2025-11-04 15:30:00,Network,WiFi,Corporate WiFi,CI-WIFI-CTRL-02,P3,Network Ops,WiFi related issue reported by user,90
INC202600314,2025-12-20 09:00:00,2025-12-20 09:55:00,Collaboration,Email,Email Service,CI-MAIL-01,P1,Collaboration Ops,Email related issue reported by user,55
INC202600315,2026-01-23 13:00:00,2026-01-23 15:30:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P1,End User Computing Ops,Endpoint Management related issue reported by user,150
INC202600316,2026-01-29 10:00:00,2026-01-29 10:31:00,Security,EDR Alerts,EDR Platform,CI-EDR-01,P3,Security Ops,EDR Alerts related issue reported by user,31
INC202600317,2025-11-11 08:00:00,2025-11-11 10:50:00,Collaboration,Email,Email Service,CI-MAIL-01,P4,Collaboration Ops,Email related issue reported by user,170
INC202600318,2026-01-17 16:00:00,2026-01-17 17:30:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,90
INC202600319,2025-12-09 09:00:00,2025-12-09 12:53:00,Network,VPN,VPN Service,CI-VPN-GW-01,P3,Network Ops,VPN related issue reported by user,233
INC202600320,2026-01-19 15:00:00,2026-01-19 17:37:00,Network,VPN,VPN Service,CI-VPN-GW-01,P4,Network Ops,VPN related issue reported by user,157
INC202600321,2026-01-16 16:00:00,2026-01-16 17:31:00,Network,DNS,DNS Service,CI-DNS-CORE-01,P3,Network Ops,DNS related issue reported by user,91
INC202600322,2025-11-19 12:00:00,2025-11-19 13:31:00,Identity & Access,SSO,SSO Platform,CI-SSO-01,P3,Identity & Access Ops,SSO related issue reported by user,91
INC202600323,2026-01-13 14:00:00,2026-01-13 16:44:00,End User Computing,VDI,VDI Platform,CI-VDI-POOL-01,P3,End User Computing Ops,VDI related issue reported by user,164
INC202600324,2025-12-17 09:00:00,2025-12-17 11:39:00,Business Apps,CRM,CRM,CI-CRM-01,P3,Business Apps Ops,CRM related issue reported by user,159
INC202600325,2026-01-10 08:00:00,2026-01-10 10:09:00,Identity & Access,MFA,MFA Platform,CI-MFA-01,P1,Identity & Access Ops,MFA related issue reported by user,129
INC202600326,2025-12-18 12:00:00,2025-12-18 12:47:00,Security,Phishing,Security Awareness,CI-SEC-AWARE-01,P3,Security Ops,Phishing related issue reported by user,47
INC202600327,2025-12-15 11:00:00,2025-12-15 14:47:00,Security,Account Lockout,SSO Platform,CI-SSO-01,P3,Security Ops,Account Lockout related issue reported by user,227
INC202600328,2026-01-14 13:00:00,2026-01-14 14:56:00,End User Computing,Endpoint Management,Endpoint Management,CI-EPM-01,P3,End User Computing Ops,Endpoint Management related issue reported by user,116
